Come Together,,,,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 10_min, 10_min, 6_maj, 8_maj,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 10_min, 10_min, 6_maj, 8_maj,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 8_maj, 1_maj, 1_maj,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
 5_maj, 4_min," 7_sus4(,9) 7_maj"," 7_sus4(,9) 7_maj",,,,,,,
 8_sus4 8_maj, 8_sus4 ,,,,,,,,,
 1_maj, 10_min, 6_maj, 3_min,,,,,,,
 1_maj, 10_min, 6_maj, 3_min,,,,,,,
 1_maj,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
That's the Way I Feel About Cha, 1_maj, 6_maj, 1_maj,,,,,,,
 6_maj, 1_maj, 6_maj, 1_maj,,,,,,,
 6_maj, 1_maj, 6_maj, 1_maj,,,,,,,
 6_maj, 1_maj, 6_maj, 1_maj,,,,,,,
 6_maj, 1_maj, 6_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 1_maj, 10_min,,,,,,,
 3_min, 8_7 , 1_maj, 10_min,,,,,,,
 10_min, 10_min, 6_maj, 3_min,,,,,,,
 10_min, 10_min, 6_maj, 6_maj,,,,,,,
 6_maj, 1_maj, 6_maj, 1_maj,,,,,,,
 6_maj, 1_maj, 6_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 1_maj, 10_min,,,,,,,
 3_min, 8_7 , 1_maj, 10_min,,,,,,,
 3_min, 8_7 , 1_maj, 10_min,,,,,,,
 3_min, 8_7 , 1_maj, 10_min,,,,,,,
 3_min, 8_7 , 1_maj, 10_min,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
"The Anaheim, Azusa ", 8_maj, 10_maj, 11min,,,,,,,
 10_maj, 1_maj,,,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_7 6_maj,,,,,,,,,
 1_maj, 1_maj, 1_maj, 12:7 ,,,,,,,
 4_maj, 9_maj, 12:7 , 4_maj,,,,,,,
 4_maj, 9_maj, 6_7 , 12:maj,,,,,,,
 10_maj, 8_maj, 10_maj, (2, 10_maj,,,,,,
 1_maj, 1_maj,,,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_7 6_maj,,,,,,,,,
 1_maj, 1_maj, 1_maj, 12:7 ,,,,,,,
 4_maj, 9_maj, 12:7 , 4_maj,,,,,,,
 4_maj, 9_maj, 6_7 , 12:maj,,,,,,,
 10_maj, 8_maj, (2, 11min,,,,,,,
 1_maj, 1_maj,,,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_7 6_maj,,,,,,,,,
 1_maj, 1_maj, 1_maj, 12:7 ,,,,,,,
 4_maj, 9_maj, 12:7 , 4_maj,,,,,,,
 4_maj, 9_maj, 6_7 , 12:maj,,,,,,,
 10_maj, 8_maj, 10_maj, (2,,,,,,,
 10_maj, 10_maj,,,,,,,,,
 8_maj, 11min, 3_maj, (2,,,,,,,
 10_sus4, 3_maj,,,,,,,,,
 3_maj, 3_maj, 3_maj, 3_maj,,,,,,,
 3_maj, 3_maj, 3_maj, 3_maj,,,,,,,
 3_maj, 3_maj, 3_maj, 3_maj,,,,,,,
 3_maj, 3_maj, 3_maj, 3_maj,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
The Arms Of Orion, 1_maj , 1_maj , 1_maj , (4,,,,,,
 1_maj, 8_maj, 6_maj, 3_min, 8_sus4 ,,,,,,
 1_maj, 5_min, 6_maj, 1_maj, 6_maj, 1_maj, 3_min, A:sus4 A:7 ,,,
 1_maj, 5_min, 6_maj, 1_maj, 6_maj, 1_maj, 3_min,,,,
 12:maj, 10_min, 8_11 , 8_11 ,,,,,,,
 1_maj, 8_maj, 6_maj, 3_min, 1_maj, 8_maj, 6_maj, E:min,,,
 12:maj, 10_min, 8_11 , 8_maj,,,,,,,
 1_maj, 5_min, 6_maj, 1_maj, 6_maj, 1_maj, 3_min, A:sus4 A:7 ,,,
 1_maj, 5_min, 6_maj, 1_maj, 6_maj, 1_maj, 3_min,,,,
 12:maj, 10_min, 8_11 , 8_7 ,,,,,,,
 1_maj, 8_maj, 6_maj, 3_min, 1_maj, 8_maj, 6_maj, E:min,,,
 12:maj, 10_min, 8_11 , 8_maj,,,,,,,
 6_maj, 10_min, 5_min, 6_maj, 12:maj, 10_min, 8_11 , A:maj,,,
 1_maj, 5_min, 6_maj, 1_maj, 6_maj, 1_maj, 3_min, A:sus4 A:7 ,,,
 1_maj, 5_min, 6_maj, 1_maj, 6_maj, 1_maj, 3_min, A:sus4 A:7 ,,,
 1_maj, 5_min, 6_maj, 1_maj, 6_maj, 1_maj, 3_min, A:sus4 A:7 ,,,
 1_maj, 8_maj, 6_maj, 3_min, 1_maj, 8_maj, 6_maj, E:min,,,
 12:maj, 10_min, 8_11 , 8_maj,,,,,,,
 1_maj, 8_maj, 6_maj, 3_min, 1_maj, 8_maj, 6_maj, E:min,,,
 12:maj, 10_min, 8_11 , 8_maj,,,,,,,
 1_maj, 8_maj, 6_maj, 3_min, 1_maj, 8_maj, 6_maj, E:min,,,
 12:maj, 10_min, 8_11 , 8_maj,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
The Stroke, N , N , N ,,,,,,,
 N , N , N , N ,,,,,,,
 N , N , N , N ,,,,,,,
 N , N , N , N , N ,,,,,,
 6_maj , 6_maj , 1_maj , 1_maj , 6_maj , 6_maj , 8_maj 6_1 , F#:1 E:1 ,,,
 1_min, 1_min, 1_min, 6_maj, 1_min, 1_min, 1_min, G:5 F:5 ,,,
 1_min, 1_min, 1_min, 6_maj, 1_min, 1_min, 1_min, 1_min,,,
 6_maj , 6_maj , 1_maj , 1_maj , 6_maj , 6_maj , 8_maj 6_1 , F#:1 E:1 ,,,
 12:maj, 1_min, 1_min, 6_maj 4_maj , 12:maj, 1_min, 1_min, G:5 F:5 ,,,
 12:maj, 1_min, 1_min, 6_maj 4_maj , 12:maj, 1_min, 1_min, 1_min,,,
 1_min, 1_min, 1_min, 6_maj, 1_min, 1_min, 1_min, G:5 F:5 ,,,
 1_min, 1_min, 1_min, 6_maj, 1_min, 1_min, 1_min, 1_min,,,
 6_maj , 6_maj , 1_maj , 1_maj , 6_maj , 6_maj , 8_maj 6_1 , F#:1 E:1 ,,,
 12:maj, 1_min, 1_min, 6_maj 4_maj , 12:maj, 1_min, 1_min, G:5 F:5 ,,,
 12:maj, 1_min, 1_min, 6_maj 4_maj , 12:maj, 1_min, 1_min, 1_min,,,
 N , N , N , N , x2,,,,,,
 1_min, 1_min, 1_min, 6_maj, 1_min, 1_min, 1_min, G:5 F:5 ,,,
 1_min, 1_min, 1_min, 6_maj, 1_min, 1_min, 1_min, 1_min,,,
 6_maj , 6_maj , 1_maj , 1_maj , 6_maj , 6_maj , 8_maj 6_1 , F#:1 E:1 ,,,
 1_min, 1_min, 1_min, 1_min, 1_min, 1_min, 1_min, 1_min,,,
 1_min, 1_min, 1_min, 1_min, 1_min, 1_min, 1_min, 1_min,,,
 12:maj, 1_min, 1_min, 6_maj, 12:maj, 1_min, 1_min, G:5 F:5 ,,,
 12:maj, 1_min, 1_min, 6_maj, 12:maj, 1_min, 1_min, G:5 F:5 ,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
There's No Other (Like My Baby), 6_maj, 1_maj, 6_maj,,,,,,,
 1_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 6_maj, 1_maj, 6_maj,,,,,,,
 1_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 6_maj, 1_maj, 6_maj,,,,,,,
 1_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 10_min, 6_maj, 8_maj,,,,,,,
 1_maj, 6_maj, 1_maj, 1_maj,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Till The End Of The Day,,,,,,,,,,
 1_maj , 12:5 , 8_maj , ,,,,,,,
 12:5 1_maj 4_maj 12:5 , 1_maj , 12:5 1_maj 4_maj 12:5 , 1_maj ,,,,,,,
 4_maj 6_maj , 9_maj 8_maj ,,,,,,,,,
 12:5 1_maj 4_maj 12:5 , 1_maj , 12:5 1_maj 4_maj 12:5 , 1_maj 12:5 ,,,,,,,
 1_maj 12:5 , 4_maj 12:5 , 1_maj 12:5 , 4_maj 12:5 ,,,,,,,
 1_maj , 12:5 , 4_maj , 8_maj ,,,,,,,
 1_maj , 12:5 , 1_maj , 12:5 9_maj ,,,,,,,
 4_maj 6_maj , 9_maj 8_maj ,,,,,,,,,
 12:5 1_maj 4_maj 12:5 , 1_maj , 12:5 1_maj 4_maj 12:5 , 1_maj 12:5 ,,,,,,,
 1_maj 12:5 , 4_maj 12:5 , 1_maj 12:5 , 4_maj 12:5 ,,,,,,,
 1_maj , 12:5 , 4_maj , 8_maj ,,,,,,,
 1_maj , 12:5 , 1_maj , 12:5 9_maj ,,,,,,,
 4_maj 6_maj , 9_maj 8_maj ,,,,,,,,,
 1_maj , 12:5 , 1_maj , 12:5 ,,,,,,,
 1_maj , 12:5 , 1_maj , 12:5 ,,,,,,,
 1_maj 12:5 , 4_maj 12:5 , 1_maj 12:5 , 4_maj 12:5 ,,,,,,,
 1_maj , 12:5 , 4_maj , 8_maj ,,,,,,,
 1_maj , 12:5 , 1_maj , 12:5 9_maj ,,,,,,,
 4_maj 6_maj , 9_maj 8_maj ,,,,,,,,,
 1_maj , 12:5 , 1_maj , 12:5 ,,,,,,,
 1_maj , 12:5 , 1_maj , 12:5 ,,,,,,,
 1_maj , 12:5 , 1_maj , 12:5 ,,,,,,,
 1_maj , 12:5 , 1_maj 12:5 , (6, (6,,,,,,
 8_maj,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Time For Me To Fly,,,,,,,,,,
 1_maj, 8_maj,,,,,,,,,
 1_maj, 8_maj,,,,,,,,,
 1_maj, 8_maj,,,,,,,,,
 6_maj, 1_maj,,,,,,,,,
 1_maj, 8_maj,,,,,,,,,
 6_maj, 1_maj,,,,,,,,,
 8_sus4 8_maj, 6_maj,,,,,,,,,
 8_maj, 6_maj,,,,,,,,,
 6_maj, 6_maj,,,,,,,,,
 8_maj, ->,,,,,,,,,
 1_maj, 8_maj,,,,,,,,,
 1_maj, 8_maj,,,,,,,,,
 1_maj, 8_sus4 8_maj,,,,,,,,,
 6_maj, 1_maj,,,,,,,,,
 1_maj, 8_sus4 8_maj,,,,,,,,,
 6_maj, 1_maj,,,,,,,,,
 8_maj, 6_maj,,,,,,,,,
 8_maj, 6_maj,,,,,,,,,
 6_maj, 6_maj,,,,,,,,,
 8_maj,,,,,,,,,,
 1_maj, 1_maj,,,,,,,,,
 8_maj, 6_maj,,,,,,,,,
 8_maj, 6_maj,,,,,,,,,
 6_maj, 8_maj,,,,,,,,,
 6_maj, 8_maj,,,,,,,,,
 1_maj, 1_maj,,,,,,,,,
 6_maj, 6_maj,,,,,,,,,
 8_sus4 , 8_maj,,,,,,,,,
 1_maj, 1_maj,,,,,,,,,
 8_maj, 6_maj,,,,,,,,,
 8_maj, 6_maj,,,,,,,,,
 6_maj, 8_sus4 8_maj,,,,,,,,,
 6_maj, 8_maj,,,,,,,,,
 6_maj, 8_maj,,,,,,,,,
 1_maj, 8_maj,,,,,,,,,
 1_maj, 8_maj,,,,,,,,,
 1_maj, 8_maj, 6_maj,,,,,,,,
 1_maj,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Time For Me To Fly,,,,,,,,,,
 1_maj, 8_maj,,,,,,,,,
 1_maj, 8_maj,,,,,,,,,
 1_maj, 8_maj,,,,,,,,,
 6_maj, 1_maj,,,,,,,,,
 1_maj, 8_maj,,,,,,,,,
 6_maj, 1_maj,,,,,,,,,
 8_sus4 8_maj, 6_maj,,,,,,,,,
 8_maj, 6_maj,,,,,,,,,
 6_maj, 6_maj,,,,,,,,,
 8_maj, ->,,,,,,,,,
 1_maj, 8_maj,,,,,,,,,
 1_maj, 8_maj,,,,,,,,,
 1_maj, 8_sus4 8_maj,,,,,,,,,
 6_maj, 1_maj,,,,,,,,,
 1_maj, 8_sus4 8_maj,,,,,,,,,
 6_maj, 1_maj,,,,,,,,,
 8_maj, 6_maj,,,,,,,,,
 8_maj, 6_maj,,,,,,,,,
 6_maj, 6_maj,,,,,,,,,
 8_maj,,,,,,,,,,
 1_maj, 1_maj,,,,,,,,,
 8_maj, 6_maj,,,,,,,,,
 8_maj, 6_maj,,,,,,,,,
 6_maj, 8_maj,,,,,,,,,
 6_maj, 8_maj,,,,,,,,,
 1_maj, 1_maj,,,,,,,,,
 6_maj, 6_maj,,,,,,,,,
 8_sus4 , 8_maj,,,,,,,,,
 1_maj, 1_maj,,,,,,,,,
 8_maj, 6_maj,,,,,,,,,
 8_maj, 6_maj,,,,,,,,,
 6_maj, 8_sus4 8_maj,,,,,,,,,
 6_maj, 8_maj,,,,,,,,,
 6_maj, 8_maj,,,,,,,,,
 1_maj, 8_maj,,,,,,,,,
 1_maj, 8_maj,,,,,,,,,
 1_maj, 8_maj, 6_maj,,,,,,,,
 1_maj,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
"Tonight, Tonight, Tonight", N , N , N ,,,,,,,
 9_maj, 9_maj, 8_1(11) , 8_1(11) 1_maj ,,,,,,,
 9_maj, 9_maj, 8_1(11) , 8_1(11) 1_maj ,,,,,,,
 9_maj, 9_maj, 8_1(11) , 8_1(11) 1_maj ,,,,,,,
 9_maj, 9_maj, 8_1(11) , 8_1(11) 1_maj ,,,,,,,
 9_maj, 9_maj, 12:maj, 12:maj,,,,,,,
 1_7 , 1_7 ,,,,,,,,,
 6_sus4 , 6_sus4 , 8_min, 8_min,,,,,,,
 6_sus4 , 6_sus4 , 8_min, 8_min,,,,,,,
 9_maj, 9_maj, 8_1(11) , 8_1(11) 1_maj ,,,,,,,
 9_maj, 9_maj, 8_1(11) , 8_1(11) 1_maj ,,,,,,,
 9_maj, 9_maj, 8_1(11) , 8_1(11) 1_maj ,,,,,,,
 9_maj, 9_maj, 12:maj, 12:maj,,,,,,,
 1_7 , 1_7 ,,,,,,,,,
 6_sus4 , 6_sus4 , 8_min, 8_min,,,,,,,
 6_sus4 , 6_sus4 , 8_min, 8_min,,,,,,,
 6_min, 12:maj, 6_min, 12:maj,,,,,,,
 4_maj, 4_maj,,,,,,,,,
 6_min, 12:maj, 6_min, 12:maj,,,,,,,
 1_maj, 1_maj,,,,,,,,,
 6_sus4 , 6_sus4 , 8_min, 8_min,,,,,,,
 6_sus4 , 6_sus4 , 8_min, 8_min,,,,,,,
 1_1 , 1_1 , 1_1 , 1_1 ,,,,,,,
 1_1 , 1_1 , 1_1 , 1_1 ,,,,,,,
 1_1 , 1_min, 9_1(3) , 12:maj,,,,,,,
 6_min, 1_min, 9_maj, 12:maj,,,,,,,
 8_sus4 , 6_min, 6_min, 1_1 ,,,,,,,
 1_1 , 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 9_maj,,,,,,,
 6_maj, 12:maj, 1_min, 9_maj,,,,,,,
 12:maj, 1_min, 1_min,,,,,,,,
 6_min, 6_7 ,,,,,,,,,
 12:maj, 1_min, 6_min,,,,,,,,
 12:maj, 1_sus4 , 1_maj 1_sus4 ,,,,,,,,
 1_1(#5) 1_maj , 1_maj ,,,,,,,,,
 9_maj, 4_maj, 6_sus4 , 6_maj,,,,,,,
 9_maj, 4_maj, 6_sus4 , 6_maj,,,,,,,
 9_maj, 6_maj, 9_maj, 6_sus4,,,,,,,
 8_min, 6_sus4, 8_min, 6_sus4,,,,,,,
 8_min, 6_sus4, 8_min,,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 9_maj, 9_maj, 8_1(11) , 8_1(11) 1_maj,,,,,,,
 9_maj, 9_maj, 8_1(11) , 8_1(11) 1_maj,,,,,,,
 9_maj, 9_maj, 8_1(11) , 8_1(11) 1_maj,,,,,,,
 9_maj, 9_maj, 12:maj, 12:maj,,,,,,,
 1_7 , 1_7 ,,,,,,,,,
 6_sus4 , 6_sus4 , 6_maj, 6_maj,,,,,,,
 6_sus4 , 6_sus4 , 6_maj, 6_maj,,,,,,,
 12:sus4 , 12:maj, 12:sus4 , 12:maj,,,,,,,
 12:sus4 , 12:maj, 12:sus4 , 12:maj,,,,,,,
 1_min, 1_min, 3_min, 3_min,,,,,,,
 1_min, 1_min, 3_min, 3_min,,,,,,,
 1_min, 1_min, 3_min, 3_min,,,,,,,
 1_min, 1_min, 3_min, 3_min,,,,,,,
 1_min, 1_min, 3_min, 3_min,,,,,,,
 1_min, 1_min, 3_min, 3_min,,,,,,,
 1_min, 1_min, 3_min, 3_min,,,,,,,
 1_min, 1_min, 3_min, 3_min,,,,,,,
 1_min, 1_min, 3_min, 3_min,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
 1_7 , 1_7 , 6_maj, 6_maj,,,,,,,
Trying To Live My Life Without You, 1_7 , 6_maj, 6_maj,,,,,,,
 1_7 , 1_7 , 6_maj, 6_maj,,,,,,,
 1_7 , 1_7 , 6_maj, 6_maj,,,,,,,
 1_7 , 1_7 , 6_maj, 6_maj,,,,,,,
 1_7 , 1_7 , 6_maj, 6_maj,,,,,,,
 1_7 , 1_7 , 6_maj, 6_maj,,,,,,,
 10_min, 10_min, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 10_min, 10_min, 10_min, 10_min,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 10_min, 10_min, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 10_min, 10_min, 10_min, 10_min,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 10_min, 10_min, 10_min, 10_min,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 10_min, 10_min, 10_min, 10_min,,,,,,,
 1_maj,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Twisting the Night Away, x7,,,,,,,,,
 1_maj, 1_maj, 10_min, 10_min,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 10_min, 10_min,,,,,,,
 6_maj, 6_maj, 8_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 10_min, 10_min,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 10_min, 10_min,,,,,,,
 6_maj, 6_maj, 8_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 10_min, 10_min,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 10_min, 10_min,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 10_min, 10_min,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 10_min, 10_min,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 8_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 8_maj, 1_maj,,,,,,,
 1_maj, 10_min, 8_maj, 8_maj,,,,,,,
 N , N ,,,,,,,,,
 1_maj, 1_maj, 10_min, 10_min,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 10_min, 10_min,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 1_maj,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Walk Right In, 1_7 ,,,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 1_maj, 1_maj, 3_7 8_7 , 1_maj,,,,,,,
 1_maj, 1_maj, 3_7 , 8_7 ,,,,,,,
 1_maj, 1_maj, 6_maj, 3_7,,,,,,,
 1_maj, 1_maj, 3_7 8_7 ,,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 1_maj, 1_maj, 3_7 8_7 , 1_maj,,,,,,,
 1_maj, 1_maj, 3_7 , 8_7 ,,,,,,,
 1_maj, 1_maj, 6_maj, 3_7,,,,,,,
 1_maj, 1_maj, 3_7 8_7 , 1_maj,,,,,,,
 1_maj, 1_maj, 3_7 8_7 , 1_maj,,,,,,,
 1_maj, 1_maj, 3_7 , 8_7 ,,,,,,,
 1_maj, 1_7 , 6_maj, 3_7,,,,,,,
 1_maj, 1_maj, 3_7 8_7 ,,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 1_maj, 1_maj, 3_7 8_7 , 1_maj,,,,,,,
 1_maj, 1_maj, 3_7 , 8_7 ,,,,,,,
 1_maj, 1_maj, 6_maj, 3_7,,,,,,,
 1_maj, 1_maj, 3_7 8_7 , 1_maj,,,,,,,
 1_maj, 1_maj, 3_7 8_7 , 1_maj,,,,,,,
 1_maj, 1_maj, 3_7 8_7 , 1_maj,,,,,,,
 1_maj, 1_maj, 3_7 8_7 ,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Wanna Be Startin' Somethin', 1_1 , 1_1 , 1_1 ,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_1 , 1_1 , 1_1 , 1_1 ,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_1 , 1_1 , 1_1 , 1_1 ,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_1 , 1_1 , 1_1 , 1_1 ,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_1 , 1_1 , 1_1 , 1_1 ,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_1 , 1_1 , 1_1 , 1_1 ,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_1 , 1_1 , 1_1 , 1_1 ,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_1 , 1_1 , 1_1 , 1_1 ,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_1 , 1_1 , 1_1 , 1_1 ,,,,,,,
 1_1 , 1_1 , 1_1 , 1_1 ,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_1 , 1_1 , 1_1 , 1_1 ,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_1 , 1_1 , 1_1 , 1_1 ,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 N , N , N , N ,,,,,,,
 N , N , N , N ,,,,,,,
 N , N , N , N ,,,,,,,
 N , N , N , N ,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
 1_maj, 3_maj, 1_maj, 3_maj,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
When It's Love,,,,,,,,,,
 1_maj, 8_maj, 1_maj, 6_maj,,,,,,,
 1_maj, 8_maj, 1_maj, 6_maj,,,,,,,
 1_maj, 8_maj, 1_maj, 6_maj,,,,,,,
 1_maj, 8_maj, 1_maj, 6_maj,,,,,,,
 4_maj, 12:maj, 6_maj, 6_maj,,,,,,,
 1_maj 4_maj, 6_maj 8_min, 1_maj 4_maj, 6_maj 9_maj,,,,,,,
 1_maj 4_maj, 6_maj 8_min, 1_maj 4_maj, 6_maj ,,,,,,,
 1_maj 4_maj, 6_maj 8_min, 1_maj 4_maj, 6_maj 9_maj,,,,,,,
 1_maj 4_maj, 6_maj 8_min, 1_maj 4_maj, 12:maj,,,,,,,
 1_maj, 8_maj, 10_min, 3_sus4 8_maj,,,,,,,
 1_maj, 8_maj, 10_min, 3_sus4 8_maj,,,,,,,
 1_maj, 8_maj, 10_min, 4_maj,,,,,,,
 1_maj 4_maj, 6_maj 8_min, 1_maj 4_maj, 6_maj 9_maj,,,,,,,
 1_maj 4_maj, 6_maj, 1_maj 4_maj, 6_maj,,,,,,,
 1_maj, 8_maj, 10_min, 3_sus4 8_maj,,,,,,,
 1_maj, 8_maj, 10_min, 3_sus4 8_maj,,,,,,,
 4_maj, 6_maj, 4_maj, 6_maj,,,,,,,
 4_maj, 6_maj, 8_min, 8_min,,,,,,,
 1_maj 4_maj, 6_maj 8_min, 1_maj 4_maj, 6_maj 9_maj,,,,,,,
 1_maj 4_maj, 6_maj 8_min, 1_maj 4_maj, 12:maj,,,,,,,
 4_maj, 6_maj, 4_maj, 6_maj,,,,,,,
 4_maj, 6_maj, 8_min, 8_min,,,,,,,
 1_maj, 8_maj, 10_min, 3_sus4 8_maj,,,,,,,
 1_maj, 8_maj, 10_min, 3_sus4 8_maj,,,,,,,
 1_maj, 8_maj, 10_min, 3_sus4 8_maj,,,,,,,
 1_maj, 8_maj, 1_maj, 6_maj,,,,,,,
 1_maj, 8_maj, 1_maj, 8_maj,,,,,,,
 1_maj, 8_maj, 1_maj, 6_maj,,,,,,,
